,SrNo,System_Date_Time,IMEI_Number,Sim_Number,SIMCOM_Manufacturing_DATE,ESP_Name,ESP_Serial_Number,ESP_ManufacturingDate,Network_Timestamp,Body_Temperature,Heart_Rate,SpO2,accX,accY,accZ,gyroX,gyroY,gyroZ,Heading,Body_Activity,Jaw_Movement,AT_Ideal_Temperature,Location,Battery,Device_Status,Network_Timestamp,"Body_Activity
1- standing
0- sitting","Jaw_Movement
0- feeding
1- Head Move
2- Idle
3- Rumination"
2354,31339,2024-09-11 18:26:43,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:26:38",39.82,0,99.25,9.89,-1.45,0.48,-0.16,-0.05,0.02,E,Standing,1,37.66,"28.535843,77.567867",100,0,"24/09/11,18:26:38",1,2
2355,31340,2024-09-11 18:27:53,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:27:48",39.7,0,96.77,9.29,2.29,1.74,-0.23,-0.12,-0.1,E,Standing,3,37.66,"28.535830,77.567928",100,0,"24/09/11,18:27:48",1,2
2356,31341,2024-09-11 18:29:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:28:59",39.22,0,94.39,9.92,2.32,1.52,-0.11,-0.01,0.05,E,Standing,3,37.66,"28.535903,77.567892",100,0,"24/09/11,18:28:59",1,2
2357,31342,2024-09-11 18:30:14,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:30:09",39.25,0,94.76,8.43,1.91,3.91,-0.08,0.03,0.02,E,Standing,3,37.66,"28.535890,77.567893",100,0,"24/09/11,18:30:09",1,0
2358,31343,2024-09-11 18:31:24,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:31:19",38.89,0,91.32,5.69,1.51,7.74,0.18,0.16,0.58,E,Standing,1,37.66,"28.535805,77.567900",100,0,"24/09/11,18:31:19",1,0
2359,31344,2024-09-11 18:32:35,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:32:30",39.58,0,96.95,0.48,1.54,8.56,-0.01,0.03,-0.09,NE,Standing,2,37.66,"28.536013,77.568007",100,0,"24/09/11,18:32:30",1,0
2360,31345,2024-09-11 18:33:45,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:33:40",39.69,0,95.84,5.59,5.55,4.82,-0.06,0,-0.02,NE,Standing,2,37.66,"28.535855,77.567918",100,0,"24/09/11,18:33:40",1,2
2361,31346,2024-09-11 18:34:56,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:34:51",39.58,0,93.24,7.47,4.51,3.22,-0.09,0.25,0.16,NE,Standing,3,37.66,"28.535855,77.567907",100,0,"24/09/11,18:34:51",1,2
2362,31347,2024-09-11 18:36:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:36:01",39.78,0,98.24,3.92,-0.26,8,-0.07,0.02,-0.07,E,Sitting,0,37.66,"28.535907,77.567903",100,0,"24/09/11,18:36:01",1,2
2363,31348,2024-09-11 18:37:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:37:11",39.3,0,98.84,4.27,0.72,7.78,0.04,-0.1,-0.08,NE,Sitting,2,37.66,"28.535815,77.567867",100,0,"24/09/11,18:37:11",1,2
2364,31349,2024-09-11 18:38:27,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:38:22",39.73,0,98.65,1.59,-1.12,8.63,-0.07,-0.02,-0.02,E,Sitting,2,37.66,"28.535895,77.567830",100,0,"24/09/11,18:38:22",1,2
2365,31350,2024-09-11 18:39:38,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:39:32",39.54,0,98.62,1.53,-1.81,8.51,-0.05,0,0.02,E,Sitting,2,37.66,"28.535895,77.567918",100,0,"24/09/11,18:39:32",1,2
2366,31351,2024-09-11 18:40:48,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:40:43",39.69,0,98.19,-4.45,1.56,7.27,-0.07,-0.01,0.01,NE,Sitting,2,37.66,"28.535912,77.567900",100,0,"24/09/11,18:40:43",1,2
2367,31352,2024-09-11 18:41:58,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:41:53",39.88,0,97.69,2.28,-2.6,8.15,0.01,-0.05,0.01,N,Sitting,1,37.66,"28.535958,77.567912",100,0,"24/09/11,18:41:53",1,2
2368,31353,2024-09-11 18:43:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:43:04",39.53,0,92.85,-0.7,2.29,8.67,-0.96,0.59,0.5,E,Sitting,1,37.66,"28.535958,77.567912",100,0,"24/09/11,18:43:04",1,2
2369,31354,2024-09-11 18:44:19,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:44:14",39.52,0,92.04,-0.8,2.82,8,0.22,-0.04,-0.13,E,Sitting,2,37.66,"28.535977,77.567967",100,0,"24/09/11,18:44:14",1,2
2370,31355,2024-09-11 18:45:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:45:25",39.85,0,94.95,0.77,-0.44,8.58,-0.05,0.08,0.05,E,Sitting,2,37.66,"28.535912,77.567915",100,0,"24/09/11,18:45:25",1,2
2371,31356,2024-09-11 18:46:39,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:46:35",39.34,0,97.38,0.24,-4.38,7.88,-0.07,0.05,-0.17,E,Sitting,3,37.66,"28.535908,77.567967",100,0,"24/09/11,18:46:35",1,2
2372,31357,2024-09-11 18:47:50,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:47:45",39.73,0,97.48,-0.63,-1.12,8.57,0,0.01,-0.03,E,Standing,2,37.66,"28.535907,77.567928",100,0,"24/09/11,18:47:45",1,2
2373,31358,2024-09-11 18:49:00,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:48:56",39.96,0,96.91,6.78,1.44,6.49,-0.01,-0.01,-0.05,E,Standing,3,37.66,"28.535840,77.567847",100,0,"24/09/11,18:48:56",1,2
2374,31359,2024-09-11 18:50:11,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:50:06",39.49,0,99.46,2.61,-3.12,7.81,-0.07,0.06,0.04,E,Standing,3,37.66,"28.535905,77.567905",100,0,"24/09/11,18:50:06",1,2
2375,31360,2024-09-11 18:51:21,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:51:17",39.23,0,98.62,2.41,-1.11,8.29,-0.05,-0.04,0.08,E,Standing,0,37.66,"28.535870,77.567855",100,0,"24/09/11,18:51:17",1,2
2376,31361,2024-09-11 18:52:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:52:27",39.38,0,98.41,4.01,5.65,6.28,-0.04,0.02,0.02,E,Standing,2,37.66,"28.535868,77.567913",100,0,"24/09/11,18:52:27",1,2
2377,31362,2024-09-11 18:53:42,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:53:37",38.94,0,91.78,2.13,8.97,2.11,-0.05,0,0.03,NE,Standing,2,37.66,"28.535907,77.567888",100,0,"24/09/11,18:53:37",1,2
2378,31363,2024-09-11 18:54:52,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:54:47",39.55,0,97.28,-1.58,2.6,8.28,-0.01,0.1,-0.04,NE,Standing,2,37.66,"28.535825,77.567950",100,0,"24/09/11,18:54:47",1,2
2379,31364,2024-09-11 18:56:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:55:58",39.58,0,93.14,-4.46,2.29,6.92,-0.03,-0.06,-0.02,NE,Standing,3,37.66,"28.535898,77.567868",100,0,"24/09/11,18:55:58",1,2
2380,31365,2024-09-11 18:57:13,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:57:08",39.66,0,95.17,-1.6,8.19,4.27,-0.39,0.1,-0.26,NE,Standing,1,37.66,"28.535950,77.567805",100,0,"24/09/11,18:57:08",1,2
2381,31366,2024-09-11 18:58:23,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:58:19",39.59,0,99.22,-6.46,0.84,5.68,-0.13,0.09,0.04,NE,Standing,3,37.66,"28.535883,77.568007",100,0,"24/09/11,18:58:19",1,2
2382,31367,2024-09-11 18:59:34,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,18:59:29",39.57,0,99.24,-5.37,2.44,6.35,-0.06,0.02,0.01,N,Standing,2,37.66,"28.535945,77.567945",100,0,"24/09/11,18:59:29",1,2
2383,31368,2024-09-11 19:00:45,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:00:40",39.61,0,98.46,-6.32,0.77,5.9,-0.09,-0.04,0.09,NE,Standing,3,37.66,"28.535945,77.567975",100,0,"24/09/11,19:00:40",1,2
2384,31369,2024-09-11 19:01:56,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:01:50",38.79,0,95.24,-5.57,0.16,6.51,-0.15,0.04,0.18,N,Standing,2,37.66,"28.535943,77.567883",100,0,"24/09/11,19:01:50",1,2
2385,31370,2024-09-11 19:03:10,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:03:00",39.03,0,99.83,-4.52,2.54,6.9,-0.02,-0.02,0.02,N,Standing,2,37.66,"28.535963,77.567755",100,0,"24/09/11,19:03:00",1,2
2386,31371,2024-09-11 19:04:15,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:04:11",39.28,0,96.44,-6.57,0.58,5.93,-0.17,0,0.01,NE,Standing,3,37.66,"28.535843,77.568050",100,0,"24/09/11,19:04:11",1,2
2387,31372,2024-09-11 19:05:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:05:21",39.52,0,92.67,-2.39,7.03,4.62,0.08,-0.05,0,E,Standing,2,37.66,"28.535847,77.567970",100,0,"24/09/11,19:05:21",1,2
2388,31373,2024-09-11 19:06:36,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:06:32",39.52,0,94,-4.6,2.79,6.81,-0.1,0.1,0.02,NE,Standing,2,37.66,"28.535913,77.567885",100,0,"24/09/11,19:06:32",1,2
2389,31374,2024-09-11 19:07:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:07:42",39.5,0,93.92,-3.53,6.2,5.36,-0.03,0.02,0.05,E,Standing,2,37.66,"28.535835,77.567958",100,0,"24/09/11,19:07:42",1,2
2390,31375,2024-09-11 19:08:57,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:08:52",39.73,0,93.97,-6.76,3,4.86,0.01,-0.2,0.03,NE,Standing,3,37.66,"28.535858,77.567862",100,0,"24/09/11,19:08:52",1,2
2391,31376,2024-09-11 19:10:07,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:10:03",39.61,0,92.35,-5.29,7.92,-3.1,-0.2,0.16,-0.17,E,Standing,1,37.66,"28.535975,77.567907",100,0,"24/09/11,19:10:03",1,2
2392,31377,2024-09-11 19:11:18,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:11:13",39.59,0,93.4,-7.26,1.58,4.75,0.01,-0.01,-0.05,N,Standing,2,37.66,"28.535925,77.567733",100,0,"24/09/11,19:11:13",1,2
2393,31378,2024-09-11 19:12:28,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:12:23",39.66,0,96.65,-6.53,0.43,5.81,-0.03,0.01,-0.01,N,Standing,2,37.66,"28.535803,77.567915",100,0,"24/09/11,19:12:23",1,2
2394,31379,2024-09-11 19:13:38,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:13:34",39.95,0,93.78,-7.92,0.39,4.08,-0.14,0.12,0.01,NE,Standing,3,37.66,"28.535783,77.567905",100,0,"24/09/11,19:13:34",1,2
2395,31380,2024-09-11 19:14:49,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:14:44",40.1,0,93.02,-4.96,3.4,6.02,0.03,-0.01,-0.08,E,Standing,2,37.66,"28.535883,77.567932",100,0,"24/09/11,19:14:44",1,2
2396,31381,2024-09-11 19:15:59,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:15:55",39.79,0,97.01,8.49,-1.92,0.53,-0.12,0,0.4,E,Standing,0,37.66,"28.535847,77.567910",100,0,"24/09/11,19:15:55",1,2
2397,31382,2024-09-11 19:17:10,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:17:05",39.36,0,98.98,9.56,-1.19,1.96,-0.12,0.02,0.02,E,Standing,1,37.66,"28.535825,77.567920",100,0,"24/09/11,19:17:05",1,2
2398,31383,2024-09-11 19:18:20,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:18:15",39.01,0,99.3,9.9,-0.91,-0.97,-0.12,-0.02,0.02,E,Standing,2,37.66,"28.535882,77.567838",100,0,"24/09/11,19:18:15",1,2
2399,31384,2024-09-11 19:19:30,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:19:26",39.01,0,99.33,10.03,-1.1,-1.59,-0.08,0,0.02,E,Standing,1,37.66,"28.535912,77.567920",100,0,"24/09/11,19:19:26",1,2
2400,31385,2024-09-11 19:20:41,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:20:36",39.19,0,99.83,10.07,-0.79,-2.05,-0.05,-0.01,0,E,Standing,2,37.66,"28.535793,77.567747",100,0,"24/09/11,19:20:36",1,2
2401,31386,2024-09-11 19:21:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:21:47",39.09,0,100,10.37,0.4,0.51,-0.17,-0.08,0.12,E,Standing,1,37.66,"28.535830,77.567802",100,0,"24/09/11,19:21:47",1,2
2402,31387,2024-09-11 19:23:02,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:22:57",38.22,0,100,9.72,-2,-1,0.31,-0.05,0.07,E,Standing,1,37.66,"28.535755,77.567817",100,0,"24/09/11,19:22:57",1,2
2403,31388,2024-09-11 19:24:12,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:24:07",39.08,0,99.89,8.54,-2.32,-5.37,0.34,0.01,-0.17,NE,Standing,3,37.66,"28.535623,77.567790",100,0,"24/09/11,19:24:07",1,3
2404,31389,2024-09-11 19:25:22,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:25:18",38.94,0,99.9,10.06,-1.22,-1.06,0.02,-0.04,0.01,E,Standing,1,37.66,"28.535783,77.567783",100,0,"24/09/11,19:25:18",1,3
2405,31390,2024-09-11 19:26:33,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:26:28",39.03,0,99.94,10,-0.99,-0.75,-0.04,0.01,0.01,E,Standing,2,37.66,"28.535738,77.567787",100,0,"24/09/11,19:26:28",1,3
2406,31391,2024-09-11 19:27:43,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:27:39",39.07,0,99.66,10.51,-1.4,-0.49,-0.16,-0.11,0,E,Standing,1,37.66,"28.535738,77.567787",100,0,"24/09/11,19:27:39",1,3
2407,31392,2024-09-11 19:28:54,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:28:49",39.2,0,99.66,10.13,-0.78,-0.73,-0.05,0.04,0.02,E,Standing,2,37.66,"28.535700,77.567717",100,0,"24/09/11,19:28:49",1,3
2408,31393,2024-09-11 19:30:05,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:29:59",39.24,0,99.67,10.24,-0.52,-0.56,0,0.09,0.03,E,Standing,2,37.66,"28.535662,77.567747",100,0,"24/09/11,19:29:59",1,3
2409,31394,2024-09-11 19:32:25,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:32:20",39.44,0,99.63,9.88,1.01,0.39,0.05,-0.05,0.05,E,Standing,3,37.66,"28.535668,77.567757",100,0,"24/09/11,19:32:20",1,3
2410,31395,2024-09-11 19:33:35,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:33:31",39.51,0,99.59,10.04,-0.28,-1.29,-0.06,0,0.01,E,Standing,2,37.66,"28.535668,77.567757",100,0,"24/09/11,19:33:31",1,3
2411,31396,2024-09-11 19:34:45,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:34:41",39.57,0,99.51,10.06,-0.68,-0.29,-0.02,-0.06,-0.01,E,Standing,1,37.66,"28.535667,77.567748",100,0,"24/09/11,19:34:41",1,3
2412,31397,2024-09-11 19:35:56,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:35:52",39.71,0,99.55,10,-0.46,-0.34,-0.03,-0.15,0.03,E,Standing,1,37.66,"28.535710,77.567692",100,0,"24/09/11,19:35:52",1,3
2413,31398,2024-09-11 19:37:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:37:02",39.77,0,99.55,9.85,0,-0.08,-0.08,0.08,0.02,E,Standing,1,37.66,"28.535698,77.567725",100,0,"24/09/11,19:37:02",1,3
2414,31399,2024-09-11 19:38:17,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:38:12",39.62,0,96.97,9.61,2.04,2.09,1.15,0.65,0.89,NE,Standing,3,37.66,"28.535698,77.567725",100,0,"24/09/11,19:38:12",0,2
2415,31400,2024-09-11 19:39:27,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:39:23",39.72,0,100,9.47,-2.12,1,0.08,0.1,-0.02,E,Standing,1,37.66,"28.535762,77.567750",100,0,"24/09/11,19:39:23",0,2
2416,31401,2024-09-11 19:40:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:40:33",39.79,0,100,9.42,-3.25,0.74,-0.05,0.05,-0.09,E,Standing,1,37.66,"28.535763,77.567655",100,0,"24/09/11,19:40:33",0,2
2417,31402,2024-09-11 19:44:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:44:04",40.04,0,99.61,9.36,-3.05,1,-0.09,0.01,0.03,E,Standing,1,37.66,"28.535713,77.567678",100,0,"24/09/11,19:44:04",0,2
2418,31403,2024-09-11 19:45:19,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:45:14",40.11,0,99.46,9.78,-3.19,1.36,0,0.01,0,E,Standing,1,37.66,"28.535683,77.567775",100,0,"24/09/11,19:45:14",0,2
2419,31404,2024-09-11 19:46:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:46:24",40.03,0,97.13,9.35,-2.33,2.76,-0.09,0.12,-0.03,E,Standing,1,37.66,"28.535683,77.567775",100,0,"24/09/11,19:46:24",0,2
2420,31405,2024-09-11 19:47:48,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:47:35",40.24,0,99.17,8.66,-3.19,2.29,0.04,0.02,0.01,E,Standing,1,37.66,"28.535728,77.567697",100,0,"24/09/11,19:47:35",0,2
2421,31406,2024-09-11 19:50:01,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:49:56",40.49,0,97,8.86,-2.5,2.59,0.16,-0.14,0.08,E,Standing,1,37.66,"28.535733,77.567710",100,0,"24/09/11,19:49:56",0,2
2422,31407,2024-09-11 19:52:22,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:52:16",40.41,0,99.28,8.96,-3.59,2.07,-0.04,-0.02,0.03,E,Standing,3,37.66,"28.535717,77.567785",100,0,"24/09/11,19:52:16",0,2
2423,31408,2024-09-11 19:53:43,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:53:27",39.61,0,96.61,8.75,-3.04,3.73,0.02,0.02,0,E,Standing,2,37.66,"28.535763,77.567745",100,0,"24/09/11,19:53:27",0,
2424,31409,2024-09-11 19:55:53,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:55:48",39.27,0,100,6.69,3.99,5.12,-0.05,0.01,0.02,E,Standing,3,37.66,"28.535740,77.567770",100,0,"24/09/11,19:55:48",0,
2425,31410,2024-09-11 19:57:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:56:58",39.35,0,100,6.81,3.99,5.03,-0.05,0.01,0.01,E,Standing,3,37.66,"28.535740,77.567770",100,0,"24/09/11,19:56:58",0,
2426,31411,2024-09-11 19:58:13,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:58:08",39.61,0,91.97,8.78,-1.08,3.53,-0.04,0.01,0.04,E,Standing,3,37.66,"28.535713,77.567868",100,0,"24/09/11,19:58:08",0,
2427,31412,2024-09-11 19:59:24,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,19:59:19",40.04,0,99.76,8.63,-1.44,3.73,-0.15,-0.03,0.09,E,Standing,0,37.66,"28.535733,77.567798",100,0,"24/09/11,19:59:19",0,
2428,31413,2024-09-11 20:00:34,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,20:00:29",39.36,0,100,6.77,6.86,1.3,-0.05,0,0,E,Standing,2,37.66,"28.535737,77.567790",100,0,"24/09/11,20:00:29",0,
2429,31414,2024-09-11 20:01:45,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,20:01:40",39.48,0,100,6.78,6.87,1.28,-0.05,0.01,0.01,E,Standing,2,37.66,"28.535737,77.567790",100,0,"24/09/11,20:01:40",0,
2430,31415,2024-09-11 20:02:55,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,20:02:50",39.6,0,100,6.85,6.9,1.21,-0.05,0.01,0.01,E,Standing,2,37.66,"28.535737,77.567790",100,0,"24/09/11,20:02:50",0,
2431,31416,2024-09-11 20:06:00,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,20:05:11",39.11,0,100,-1.63,-6.54,4.19,-0.64,2.15,-0.23,E,Standing,3,37.66,"28.535760,77.567790",100,0,"24/09/11,20:05:11",0,
2432,31417,2024-09-11 20:06:02,,,,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,20:05:46",38.73,0,80,9.59,-2.11,3.3,-1.23,-0.76,1.43,N,Standing,1,36.49,"0.000000,0.000000",100,0,"24/09/11,20:05:46",0,
